gvkey,datadate,fyear,tic,conm,revt,state
061153,20191231,2019,EAF,GRAFTECH INTERNATIONAL LTD,1790.7930,OH
061155,20191231,2019,AAWW,ATLAS AIR WORLDWIDE HLDG INC,2739.1890,NY
061163,20191231,2019,SHO,SUNSTONE HOTEL INVESTORS INC,1131.7240,CA
061163,20191231,2019,SHO,SUNSTONE HOTEL INVESTORS INC,1174.6590,CA
061174,20190731,2019,HBPCF,HELIX BIOPHARMA CORP,0.0000,ON
061179,20191231,2019,KFRC,KFORCE INC,1347.3870,FL
061181,20191231,2019,IART,INTEGRA LIFESCIENCES HOLDNGS,1517.5570,NJ
061188,20191231,2019,SVC,SERVICE PROPERTIES TRUST,2320.5080,MA
061188,20191231,2019,SVC,SERVICE PROPERTIES TRUST,2480.0430,MA
061192,20191231,2019,BREW,CRAFT BREW ALLIANCE INC,192.9710,OR
061224,20190630,2019,FABP,FARMERS BANCORP/IN,29.6920,IN
061224,20190630,2019,FABP,FARMERS BANCORP/IN,29.6920,IN
061225,20191231,2019,FETM,FENTURA FINANCIAL INC,51.7040,MI
061225,20191231,2019,FETM,FENTURA FINANCIAL INC,51.7040,MI
061285,20191231,2019,BTN,BALLANTYNE STRONG INC,62.5500,NC
061321,20191231,2019,SMSI,SMITH MICRO SOFTWARE INC,43.3460,PA
061325,20191231,2019,MD,MEDNAX INC,3513.5420,FL
061356,20191231,2019,NOVT,NOVANTA INC,626.0990,MA
061380,20191231,2019,ERIE,ERIE INDEMNITY CO,2477.2980,PA
061380,20191231,2019,ERIE,ERIE INDEMNITY CO,2520.9200,PA
061394,20190630,2019,SRNN,SOUTHERN BANC CO INC,5.6530,AL
061394,20190630,2019,SRNN,SOUTHERN BANC CO INC,5.6530,AL
061399,20190630,2019,MYGN,MYRIAD GENETICS INC,851.1000,UT
061400,20190831,2019,ZCOM,IMPRESO INC,115.2650,TX
061408,20191231,2019,THG,HANOVER INSURANCE GROUP INC,4890.7000,MA
061408,20191231,2019,THG,HANOVER INSURANCE GROUP INC,4899.4000,MA
061409,20191231,2019,DOFSQ,DIAMOND OFFSHRE DRILLING INC,980.6440,TX
061418,20190930,2019,RICK,RCI HOSPITALITY HLDGS INC,181.0590,TX
061420,20191231,2019,POOL,POOL CORP,3199.5170,LA
061483,20191231,2019,DVA,DAVITA INC,11388.4790,CO
061487,20191231,2019,BANR,BANNER CORP,607.6280,WA
061487,20191231,2019,BANR,BANNER CORP,607.6280,WA
061490,20191231,2019,OPK,OPKO HEALTH INC,901.9350,FL
061494,20191231,2019,HSIC,HENRY SCHEIN INC,9985.8030,NY
061496,20191231,2019,MLSS,MILESTONE SCIENTIFIC INC,8.3750,NJ
061519,20191231,2019,SWM,SCHWEITZER-MAUDUIT INTL INC,1022.8000,GA
061544,20190930,2019,ASFI,ASTA FUNDING INC,22.8480,NJ
061544,20190930,2019,ASFI,ASTA FUNDING INC,22.5360,NJ
061562,20191231,2019,AEIS,ADVANCED ENERGY INDS INC,788.9480,CO
061567,20190630,2019,EL,LAUDER (ESTEE) COS INC -CL A,14866.0000,NY
061574,20191231,2019,WAT,WATERS CORP,2406.5960,MA
061581,20191231,2019,SAM,BOSTON BEER INC  -CL A,1249.8240,MA
061585,20191231,2019,FFIC,FLUSHING FINANCIAL CORP,287.6570,NY
061585,20191231,2019,FFIC,FLUSHING FINANCIAL CORP,287.6570,NY
061586,20191231,2019,IMH,IMPAC MORTGAGE HOLDINGS INC,255.8260,CA
061586,20191231,2019,IMH,IMPAC MORTGAGE HOLDINGS INC,244.5660,CA
061587,20191231,2019,IVAC,INTEVAC INC,108.8850,CA
061591,20200430,2019,NTAP,NETAPP INC,5412.0000,CA
061633,20191231,2019,SRHIF,SRHI INC,46.2890,ON
061635,20191231,2019,NWPX,NORTHWEST PIPE CO,279.3170,WA
061646,20200331,2019,WSTL,WESTELL TECH INC  -CL A,29.9560,IL
061655,20191231,2019,NVAX,NOVAVAX INC,18.6620,MD
061676,20191231,2019,CTXS,CITRIX SYSTEMS INC,3010.5640,FL
061685,20190930,2019,NUAN,NUANCE COMMUNICATIONS INC,1823.0920,MA
061693,20191231,2019,HTLF,HEARTLAND FINANCIAL USA INC,628.8620,IA
061693,20191231,2019,HTLF,HEARTLAND FINANCIAL USA INC,628.8620,IA
061709,20191231,2019,SMID,SMITH-MIDLAND CORP,46.6910,VA
061711,20191231,2019,TGTX,TG THERAPEUTICS INC,0.1520,NY
061712,20191231,2019,BDR,BLONDER TONGUE LABS INC,19.8420,NJ
061732,20190831,2019,MSM,MSC INDUSTRIAL DIRECT  -CL A,3363.8170,NY
061735,20190930,2019,SGU,STAR GROUP LP,1753.8720,CT
061739,20191231,2019,HIG,HARTFORD FINANCIAL SERVICES,20480.0000,CT
061739,20191231,2019,HIG,HARTFORD FINANCIAL SERVICES,20830.0000,CT
061743,20191231,2019,KFS,KINGSWAY FINANCIAL SVCS INC,68.2500,IL
061766,20190630,2019,ASTC,ASTROTECH CORP,0.1270,TX
061796,20191231,2019,SOMC,SOUTHERN MICH BANCORP INC,40.2080,MI
061796,20191231,2019,SOMC,SOUTHERN MICH BANCORP INC,40.2080,MI
061811,20191231,2019,SCCO,SOUTHERN COPPER CORP,7285.6000,AZ
061815,20191231,2019,BYFC,BROADWAY FINANCIAL CORP/DE,17.8990,CA
061815,20191231,2019,BYFC,BROADWAY FINANCIAL CORP/DE,17.8990,CA
061836,20191231,2019,TTNP,TITAN PHARMACEUTICALS INC,3.6110,CA
061870,20190630,2019,OTEX,OPEN TEXT CORP,2868.7550,ON
061880,20190630,2019,INBP,INTEGRATED BIOPHARMA INC,49.9770,NJ
061899,20191231,2019,IDRA,IDERA PHARMACEUTICALS INC,1.4480,PA
061940,20191231,2019,ACCA,ACACIA DIVERSIFIED HLDGS INC,0.5190,FL
061955,20191130,2019,AGFMF,AGF MANAGEMENT LTD  -CL B,407.6190,ON
061955,20191130,2019,AGFMF,AGF MANAGEMENT LTD  -CL B,432.5540,ON
061971,20191231,2019,ENG,ENGLOBAL CORP,56.4460,TX
061976,20191231,2019,HRBR,HARBOR DIVERSIFIED INC,263.6050,WI
061994,20190930,2019,9352B,UNITED STATES POSTAL SERVICE,71154.0000,DC
062057,20191231,2019,WYY,WIDEPOINT CORP,101.7200,VA
062072,20191231,2019,APT,ALPHA PRO TECH LTD,46.6650,ON
062123,20191231,2019,PBHC,PATHFINDER BANCORP INC,46.6750,NY
062123,20191231,2019,PBHC,PATHFINDER BANCORP INC,46.6750,NY
062139,20191231,2019,PLBC,PLUMAS BANCORP,47.4370,CA
062139,20191231,2019,PLBC,PLUMAS BANCORP,47.4370,CA
062168,20191231,2019,IRIX,IRIDEX CORP,43.4470,CA
062169,20200531,2019,LNDC,LANDEC CORP,590.3660,CA
062178,20191231,2019,PAYD,PAID INC,10.5480,MA
062204,20191231,2019,TGC,TENGASCO INC,4.9110,CO
062209,20191231,2019,EAWD,ENERGY & WATER DEVLPMNT CORP,0.0000,FL
062213,20190630,2019,USAT,USA TECHNOLOGIES INC,143.7990,PA
062217,20190630,2019,LPTH,LIGHTPATH TECHNOLOGIES INC,33.7490,FL
062221,20200331,2019,CMCO,COLUMBUS MCKINNON CORP,809.1620,NY
062222,20191231,2019,CCTC,CLEAN COAL TECHNOLOGIES INC,0.0000,NY
062243,20191231,2019,UNTY,UNITY BANCORP INC,84.4210,NJ
062243,20191231,2019,UNTY,UNITY BANCORP INC,84.4210,NJ
062262,20190930,2019,FORD,FORWARD INDUSTRIES INC,37.4090,NY
062263,20191231,2019,ALXN,ALEXION PHARMACEUTICALS INC,4991.1000,MA
062266,20191231,2019,CSGS,CSG SYSTEMS INTL INC,996.8100,CO
062290,20191231,2019,REV,REVLON INC  -CL A,2432.8000,NY
062292,20191231,2019,EVTN,ENVIRO TECHNOLOGIES US INC,2.8240,FL
062302,20191231,2019,SGRP,SPAR GROUP INC,252.8760,NY
062311,20191231,2019,NSFDF,NXT ENERGY SOLUTIONS INC,9.2330,AB
062315,20191231,2019,MLGF,MALAGA FINANCIAL CORP,46.3840,CA
062315,20191231,2019,MLGF,MALAGA FINANCIAL CORP,46.3840,CA
062337,20191231,2019,IAG,IAMGOLD CORP,1065.3000,ON
062340,20191231,2019,ACEXF,SEVEN ACES LTD,79.2950,ON
062365,20191231,2019,FNRN,FIRST NORTHN CMNTY BANCORP,56.1900,CA
062365,20191231,2019,FNRN,FIRST NORTHN CMNTY BANCORP,56.1900,CA
062374,20191231,2019,IRM,IRON MOUNTAIN INC,4262.5840,MA
062378,20191231,2019,HUBG,HUB GROUP INC  -CL A,3668.1170,IL
062396,20190731,2019,IDT,IDT CORP,1409.1720,NJ
062475,20191231,2019,ABUS,ARBUTUS BIOPHARMA CORP,6.0110,PA
062494,20191231,2019,PRGX,PRGX GLOBAL INC,169.7580,GA
062501,20190930,2019,SPH,SUBURBAN PROPANE PRTNRS  -LP,1267.7050,NJ
062516,20191231,2019,CENX,CENTURY ALUMINUM CO,1836.6000,IL
062525,20191231,2019,AIM,AIM IMMUNOTECH INC,0.1400,FL
062527,20191231,2019,AMFC,AMB FINANCIAL CORP,11.5680,IN
062527,20191231,2019,AMFC,AMB FINANCIAL CORP,11.5680,IN
062545,20200131,2019,AABVF,ABERDEEN INTERNATIONAL INC,0.4560,ON
062549,20191231,2019,KVHI,KVH INDUSTRIES INC,156.5430,RI
062553,20191031,2019,OCC,OPTICAL CABLE CORP,71.3240,VA
062575,20190630,2019,FFDF,FFD FINANCIAL CORP,19.2720,OH
062575,20190630,2019,FFDF,FFD FINANCIAL CORP,19.2720,OH
062582,20190930,2019,ALJJ,ALJ REGIONAL HOLDINGS INC,354.9970,NY
062626,20190630,2019,EPM,EVOLUTION PETROLEUM CORP,43.2300,TX
062640,20191231,2019,LORL,LORAL SPACE & COMMUNICATIONS,0.0000,NY
062646,20191231,2019,CWBC,COMMUNITY WEST BANCSHARES,49.3460,CA
062646,20191231,2019,CWBC,COMMUNITY WEST BANCSHARES,49.3460,CA
062654,20191231,2019,SASR,SANDY SPRING BANCORP INC,419.1910,MD
062654,20191231,2019,SASR,SANDY SPRING BANCORP INC,419.1910,MD
062655,20191231,2019,DFODQ,DEAN FOODS CO,7328.6630,TX
062666,20200131,2019,STRM,STREAMLINE HEALTH SOLUTIONS,20.7430,GA
062686,20191231,2019,CRRTQ,CARBO CERAMICS INC,161.7070,TX
062689,20191231,2019,TRV,TRAVELERS COS INC,31581.0000,NY
062689,20191231,2019,TRV,TRAVELERS COS INC,31621.0000,NY
062723,20191231,2019,TCX,TUCOWS INC,337.1450,ON
062732,20191231,2019,SYKE,SYKES ENTERPRISES INC,1614.7620,FL
062745,20191231,2019,JAKK,JAKKS PACIFIC INC,598.6490,CA
062819,20191231,2019,PWVI,POWERVERDE INC,0.0240,FL
062823,20191231,2019,FCN,FTI CONSULTING INC,2352.7170,DC
062895,20191231,2019,PFBI,PREMIER FINANCIAL BANCORP,85.9120,WV
062895,20191231,2019,PFBI,PREMIER FINANCIAL BANCORP,85.9120,WV
062897,20191231,2019,TUP,TUPPERWARE BRANDS CORP,1797.9000,FL
062919,20191231,2019,MFIN,MEDALLION FINANCIAL CORP,153.1850,NY
062919,20191231,2019,MFIN,MEDALLION FINANCIAL CORP,153.1850,NY
062921,20191231,2019,NBIX,NEUROCRINE BIOSCIENCES INC,788.0870,CA
062955,20191231,2019,PRLE,PILLARSTONE CAPITAL REIT,14.2530,TX
062965,20191231,2019,SSNC,SS&C TECHNOLOGIES HLDGS INC,4632.9000,CT
062979,20191231,2019,SBSI,SOUTHSIDE BANCSHARES INC,283.1550,TX
062979,20191231,2019,SBSI,SOUTHSIDE BANCSHARES INC,283.1550,TX
063000,20191231,2019,RUSHA,RUSH ENTERPRISES INC,5809.8470,TX
063030,20191231,2019,CASI,CASI PHARMACEUTICALS INC,4.1310,MD
063058,20191231,2019,SBFG,SB FINANCIAL GROUP INC,62.4160,OH
063058,20191231,2019,SBFG,SB FINANCIAL GROUP INC,62.4160,OH
063075,20191231,2019,SHERF,SHERRITT INTERNATIONAL CORP,137.6000,ON
063080,20191231,2019,ANSS,ANSYS INC,1515.8920,PA
063083,20191231,2019,ELGXQ,ENDOLOGIX INC,143.3700,CA
063122,20200331,2019,ECIA,ENCISION INC,7.6700,CO
063135,20191231,2019,DCOM,DIME COMMUNITY BANCSHARES,250.4360,NY
063135,20191231,2019,DCOM,DIME COMMUNITY BANCSHARES,250.4360,NY
063138,20191231,2019,GLAE,GLASSBRIDGE ENTERPRISES INC,0.1000,NY
063139,20191231,2019,TRQ,TURQUOISE HILL RESOURCES LTD,1166.0140,QC
063165,20191231,2019,KTYB,KENTUCKY BANCSHARES INC,59.7710,KY
063165,20191231,2019,KTYB,KENTUCKY BANCSHARES INC,59.7710,KY
063172,20190831,2019,FDS,FACTSET RESEARCH SYSTEMS INC,1435.3510,CT
063178,20190630,2019,PROV,PROVIDENT FINANCIAL HOLDINGS,56.8890,CA
063178,20190630,2019,PROV,PROVIDENT FINANCIAL HOLDINGS,56.8890,CA
063197,20190630,2019,HWEN,HOME FINANCIAL BANCORP,3.8650,IN
063197,20190630,2019,HWEN,HOME FINANCIAL BANCORP,3.8650,IN
063224,20191231,2019,CVCY,CENTRAL VALLEY CMNTY BANCORP,79.6360,CA
063224,20191231,2019,CVCY,CENTRAL VALLEY CMNTY BANCORP,79.6360,CA
063232,20191231,2019,OCFC,OCEANFIRST FINANCIAL CORP,350.9590,NJ
063232,20191231,2019,OCFC,OCEANFIRST FINANCIAL CORP,350.9590,NJ
063272,20191231,2019,CPKF,CHESAPEAKE FINL SHARES INC,58.2570,VA
063272,20191231,2019,CPKF,CHESAPEAKE FINL SHARES INC,58.2570,VA
063288,20191231,2019,FFG,FBL FINANCIAL GROUP INC-CL A,774.6810,IA
063288,20191231,2019,FFG,FBL FINANCIAL GROUP INC-CL A,782.2130,IA
063290,20191231,2019,PEGA,PEGASYSTEMS INC,911.3830,MA
063312,20191231,2019,RCAR,RENOVACARE INC,0.0000,NJ
063332,20191231,2019,DYNR,DYNARESOURCE INC,11.6130,TX
063337,20191231,2019,MGTI,MGT CAPITAL INVESTMENTS INC,0.4500,NC
063338,20191231,2019,STRA,STRATEGIC EDUCATION INC,997.1370,VA
063388,20191231,2019,WHLM,WILHELMINA INTERNATIONAL INC,75.5040,TX
063395,20191231,2019,HLAN,HEARTLAND BANCCORP,59.2610,OH
063395,20191231,2019,HLAN,HEARTLAND BANCCORP,59.2610,OH
063402,20191231,2019,CHBH,CROGHAN BANCSHARES INC,44.8330,OH
063402,20191231,2019,CHBH,CROGHAN BANCSHARES INC,44.8330,OH
063405,20191231,2019,GERN,GERON CORP,0.4600,CA
063417,20191231,2019,TTEC,TTEC HOLDINGS INC,1643.7040,CO
063422,20191231,2019,LAMR,LAMAR ADVERTISING CO  -CL A,1753.6440,LA
063446,20191231,2019,AMAR,AMARILLO BIOSCIENCES INC,0.0120,TX
063447,20200131,2019,GES,GUESS INC,2592.2620,CA
063448,20190731,2019,PURE,PURE BIOSCIENCE INC,1.9090,CA
063454,20191231,2019,AWRE,AWARE INC,12.2530,MA
063456,20191231,2019,CSV,CARRIAGE SERVICES INC,274.1070,TX
063476,20191031,2019,EGHSF,ENGHOUSE SYSTEMS LTD,385.8530,ON
063501,20191231,2019,ETFC,E TRADE FINANCIAL CORP,3139.0000,VA
063501,20191231,2019,ETFC,E TRADE FINANCIAL CORP,3145.0000,VA
063516,20191231,2019,CRWE,CROWN EQUITY HOLDINGS INC,0.0540,NV
063520,20191231,2019,TACT,TRANSACT TECHNOLOGIES INC,45.7480,CT
063527,20191231,2019,SRCL,STERICYCLE INC,3308.9000,IL
063531,20191231,2019,MVIS,MICROVISION INC,8.8860,WA
063541,20191231,2019,MMAC,MMA CAPITAL HOLDINGS,9.7810,MD
063543,20191231,2019,SGB,SOUTHWEST GEORGIA FINL CORP,29.7100,GA
063543,20191231,2019,SGB,SOUTHWEST GEORGIA FINL CORP,29.7100,GA
063562,20191231,2019,AEZS,AETERNA ZENTARIS INC,0.5320,SC
063593,20200229,2019,QEPC,QEP CO INC,393.9010,FL
063595,20200229,2019,VLNSF,VELAN INC  -SVTG,498.5270,QC
063596,20191231,2019,WLFC,WILLIS LEASE FINANCE CORP,409.1600,FL
063605,20191231,2019,8356B,CALPINE CORP,10061.0000,TX
063639,20191231,2019,OCN,OCWEN FINANCIAL CORP,1149.8240,FL
063639,20191231,2019,OCN,OCWEN FINANCIAL CORP,1149.8240,FL
063643,20200131,2019,ANF,ABERCROMBIE & FITCH  -CL A,3623.0730,OH
063650,20191231,2019,SPPI,SPECTRUM PHARMACEUTICALS INC,0.0000,NV
063669,20191231,2019,5952B,UNIVISION COMMUNICATIONS INC,2687.9000,NY
063700,20191231,2019,ATRS,ANTARES PHARMA INC,123.8640,NJ
063708,20191231,2019,DVD,DOVER MOTORSPORTS INC,45.9630,DE
063718,20191231,2019,BXLC,BEXIL CORP,7.5340,NY
063721,20191231,2019,HFBK,HARFORD BANK ABERDEEN/MD,17.3190,MD
063721,20191231,2019,HFBK,HARFORD BANK ABERDEEN/MD,17.3190,MD
063725,20191231,2019,WTBA,WEST BANCORPORATION INC,106.9930,IA
063725,20191231,2019,WTBA,WEST BANCORPORATION INC,106.9930,IA
063734,20191231,2019,9625A,VOYA RETIREMENT INS &ANNUITY,2469.0000,CT
063739,20191231,2019,BJRI,BJ'S RESTAURANTS INC,1161.4500,CA
063752,20191231,2019,SPYR,SPYR INC,0.3530,CO
063763,20200131,2019,HIBB,HIBBETT SPORTS INC,1184.2340,AL
063781,20191231,2019,WTFC,WINTRUST FINANCIAL CORP,1792.2790,IL
063781,20191231,2019,WTFC,WINTRUST FINANCIAL CORP,1791.4960,IL
063798,20190630,2019,AMTY,AMERITYRE CORP,3.5900,NV
063847,20191231,2019,PAG,PENSKE AUTOMOTIVE GROUP INC,23179.4000,MI
063863,20191231,2019,USNA,USANA HEALTH SCIENCES INC,1060.9020,UT
063876,20200331,2019,TGI,TRIUMPH GROUP INC,2900.1170,PA
063892,20191231,2019,NOV,NOV INC,8479.0000,TX
063901,20191231,2019,PBIO,PRESSURE BIOSCIENCES INC,1.8100,MA
063927,20190731,2019,UNFI,UNITED NATURAL FOODS INC,21387.0680,RI
063930,20191231,2019,BBQ,BBQ HOLDINGS INC,82.2690,MN
063938,20200131,2019,SEAC,SEACHANGE INTERNATIONAL INC,67.1540,MA
063952,20191231,2019,HCHC,HC2 HOLDINGS INC,1984.1000,NY
063986,20200331,2019,PLUS,EPLUS INC,1588.4040,VA
064021,20191231,2019,HPTO,HOPTO INC,3.5300,NH
064028,20191231,2019,NUS,NU SKIN ENTERPRISES  -CL A,2420.4160,UT
064030,20191231,2019,STLD,STEEL DYNAMICS INC,10464.9910,IN
064061,20191231,2019,FORR,FORRESTER RESEARCH INC,461.6970,MA
064063,20191231,2019,GEL,GENESIS ENERGY  -LP,2480.8200,TX
064072,20191231,2019,PRBZF,PREMIUM BRANDS HLDGS CORP,3649.4000,BC
064077,20190930,2019,CLOK,CIPHERLOC CORP,0.0470,TX
064088,20200331,2019,VSAT,VIASAT INC,2309.2380,CA
064091,20200331,2019,IDGBF,INDIGO BOOKS & MUSIC INC,957.7220,ON
064107,20191231,2019,TOLWF,TRICAN WELL SERVICE LTD,636.0710,AB
064163,20191231,2019,DPW,AULT GLOBAL HOLDINGS INC,26.5120,NV
064166,20191231,2019,DGX,QUEST DIAGNOSTICS INC,7726.0000,NJ
064175,20191231,2019,LAD,LITHIA MOTORS INC  -CL A,12672.7000,OR
064193,20191231,2019,EMCF,EMCLAIRE FINANCIAL CORP,40.5360,PA
064193,20191231,2019,EMCF,EMCLAIRE FINANCIAL CORP,40.5360,PA
064196,20191231,2019,HR.UN,H&R REAL ESTATE INVT TR,1195.6870,ON
064196,20191231,2019,HR.UN,H&R REAL ESTATE INVT TR,1115.5820,ON
064203,20191231,2019,TSDRF,TSODILO RESOURCES LTD,0.0000,ON
064223,20191231,2019,DXPE,DXP ENTERPRISES INC,1267.1890,TX
064228,20191231,2019,UBFO,UNITED SECURITY BANCSHARS CA,46.4560,CA
064228,20191231,2019,UBFO,UNITED SECURITY BANCSHARS CA,46.4560,CA
064229,20191231,2019,PTRS,PARTNERS BANCORP,43.3020,MD
064229,20191231,2019,PTRS,PARTNERS BANCORP,43.3020,MD
064254,20191231,2019,HLIO,HELIOS TECHNOLOGIES INC,554.6650,FL
064260,20191231,2019,LIFZF,LABRADOR IRON ORE ROYALTY CP,177.1370,ON
064275,20200531,2019,CALM,CAL-MAINE FOODS INC,1351.6090,MS
064302,20191231,2019,NSP,INSPERITY INC,4314.8040,TX
064306,20191231,2019,KRC,KILROY REALTY CORP,842.0950,CA
064306,20191231,2019,KRC,KILROY REALTY CORP,960.1380,CA
064327,20191231,2019,CERS,CERUS CORP,93.7740,CA
064334,20191231,2019,VCEL,VERICEL CORP,117.8500,MA
064344,20190731,2019,MTN,VAIL RESORTS INC,2271.5750,CO
064356,20191031,2019,CIEN,CIENA CORP,3572.1310,MD
064389,20191231,2019,SLGN,SILGAN HOLDINGS INC,4489.9270,CT
064410,20200229,2019,KMX,CARMAX INC,21424.1170,VA
064480,20191231,2019,TIVO,TIVO CORP,668.1290,CA
064492,20200331,2019,CMDXF,COMPUTER MODELLING GROUP LTD,75.7860,AB
064511,20191231,2019,PFTI,PURADYN FILTER TECHNOLOGIES,1.5260,FL
064515,20191231,2019,CTIC,CTI BIOPHARMA CORP,3.3450,WA
064517,20191231,2019,ERLFF,ENTREE RESOURCES LTD,0.0000,BC
064536,20191231,2019,EEFT,EURONET WORLDWIDE INC,2750.1090,KS
064536,20191231,2019,EEFT,EURONET WORLDWIDE INC,2752.0890,KS
064545,20191231,2019,SELF,GLOBAL SELF STORAGE INC,8.7400,NY
064547,20191231,2019,SSB,SOUTH STATE CORP,734.3920,SC
064547,20191231,2019,SSB,SOUTH STATE CORP,734.3920,SC
064551,20200430,2019,MXTLF,METALEX VENTURES LTD,0.0000,BC
064552,20190930,2019,AMTD,TD AMERITRADE HOLDING CORP,6016.0000,NE
064552,20190930,2019,AMTD,TD AMERITRADE HOLDING CORP,6016.0000,NE
064568,20191231,2019,GIFI,GULF ISLAND FABRICATION INC,303.3080,TX
064624,20190930,2019,TRRVF,TERRAVEST INDUSTRIES INC,306.2860,AB
064625,20191231,2019,NPIFF,NORTHLAND POWER INC,1658.9770,ON
064628,20191231,2019,SBNC,SOUTHERN BANCSHARES NC INC,163.7900,NC
064628,20191231,2019,SBNC,SOUTHERN BANCSHARES NC INC,163.7900,NC
064630,20200331,2019,TTWO,TAKE-TWO INTERACTIVE SFTWR,3088.9700,NY
064636,20191231,2019,GBRRF,GABRIEL RESOURCES LTD,0.0000,BC
064637,20190930,2019,EMKR,EMCORE CORP,87.2650,CA
064645,20191231,2019,BKYI,BIO-KEY INTERNATIONAL INC,2.2680,NJ
064655,20200430,2019,ANCUF,ALIMENTATION COUCHE-TARD INC,75176.9660,QC
064673,20191231,2019,CYPXF,EQ INC,8.9650,ON
064676,20191231,2019,HTPRF,HTC PURENERGY INC,2.4160,SK
064686,20200131,2019,GBT.,BMTC GROUP INC,720.1690,QC
064692,20190630,2019,PPSF,PEOPLES-SIDNEY FINANCIAL CP,4.8370,OH
064692,20190630,2019,PPSF,PEOPLES-SIDNEY FINANCIAL CP,4.8370,OH
064695,20191231,2019,ANXGF,ANACONDA MINING INC,29.5480,ON
064699,20191231,2019,FBC,FLAGSTAR BANCORP INC,1404.0000,MI
064699,20191231,2019,FBC,FLAGSTAR BANCORP INC,1404.0000,MI
064717,20190630,2019,INM,INMED PHARMACEUTICALS INC,0.0000,BC
064745,20191231,2019,KNL,KNOLL INC,1428.1000,PA
064766,20191231,2019,RMBS,RAMBUS INC,224.0270,CA
064768,20191231,2019,AMZN,AMAZON.COM INC,280522.0000,WA
064775,20191231,2019,DNN,DENISON MINES CORP,15.5490,ON
064784,20191231,2019,JFBC,JEFFERSONVILLE BANCORP,24.7650,NY
064784,20191231,2019,JFBC,JEFFERSONVILLE BANCORP,24.7650,NY
064794,20191231,2019,UCBI,UNITED COMMUNITY BANKS INC,657.4190,GA
064794,20191231,2019,UCBI,UNITED COMMUNITY BANKS INC,657.4190,GA
064803,20191231,2019,CDPYF,CANADIAN APT PPTYS REIT,812.7880,ON
064803,20191231,2019,CDPYF,CANADIAN APT PPTYS REIT,1707.7820,ON
064821,20191231,2019,ARE,ALEXANDRIA R E EQUITIES INC,1736.0790,CA
064821,20191231,2019,ARE,ALEXANDRIA R E EQUITIES INC,1825.1160,CA
064853,20200331,2019,QRVO,QORVO INC,3239.1410,NC
064857,20191231,2019,SRPT,SAREPTA THERAPEUTICS INC,380.8330,MA
064891,20200331,2019,RL,RALPH LAUREN CORP,6159.8000,NY
064901,20190930,2019,MMS,MAXIMUS INC,2886.8150,VA
064915,20191231,2019,INTT,INTEST CORP,60.6600,NJ
064925,20191231,2019,BXP,BOSTON PROPERTIES INC,3032.5100,MA
064925,20191231,2019,BXP,BOSTON PROPERTIES INC,3088.1300,MA
064929,20190831,2019,SLP,SIMULATIONS PLUS INC,33.9700,CA
064934,20191130,2019,INDT,INDUS REALTY TRUST INC,44.0450,NY
064934,20191130,2019,INDT,INDUS REALTY TRUST INC,44.6600,NY
064935,20191231,2019,CMETF,CHILEAN METALS INC,0.0000,ON
064941,20191231,2019,SPAZF,SPANISH MOUNTAIN GOLD LTD,0.0000,BC
064945,20191231,2019,SGE.,STRATEGEM CAPITAL CORP,0.6960,BC
064979,20191231,2019,PPBI,PACIFIC PREMIER BANCORP INC,561.3430,CA
064979,20191231,2019,PPBI,PACIFIC PREMIER BANCORP INC,561.3430,CA
064997,20191231,2019,FIX,COMFORT SYSTEMS USA INC,2615.2770,TX
065003,20200331,2019,FRFC,FIRST ROBINSON FINANCIAL CP,16.5310,IL
065003,20200331,2019,FRFC,FIRST ROBINSON FINANCIAL CP,16.5310,IL
065006,20191231,2019,HLX,HELIX ENERGY SOLUTIONS GROUP,751.9090,TX
065009,20191231,2019,AROC,ARCHROCK INC,965.4850,TX
065011,20191231,2019,HSKA,HESKA CORP,122.6610,CO
065016,20191231,2019,GTHP,GUIDED THERAPEUTICS INC,0.0360,GA
065021,20200331,2019,EGHT,8X8 INC,446.2370,CA
065030,20191031,2019,CDYCF,CARDERO RESOURCE CORP,0.0000,BC
065036,20191231,2019,QUIK,QUICKLOGIC CORP,10.3100,CA
065050,20191231,2019,GLBZ,GLEN BURNIE BANCORP,15.8090,MD
065050,20191231,2019,GLBZ,GLEN BURNIE BANCORP,15.8090,MD
065075,20200531,2019,NWDMF,CAPELLA MINERALS LTD,0.0000,BC
065084,20191231,2019,CXW,CORECIVIC INC,1980.6890,TN
065089,20191231,2019,DTE1,DETROIT EDISON CO,5224.0000,MI
065090,20191231,2019,SRE4,SAN DIEGO GAS & ELECTRIC CO,4925.0000,CA
065092,20191231,2019,PCG1,PACIFIC GAS & ELECTRIC CO,17129.0000,CA
065095,20191231,2019,WPS1,WISCONSIN PUBLIC SERVICE CP,1411.9000,WI
065106,20191231,2019,OZK,BANK OZK,1266.8740,AR
065106,20191231,2019,OZK,BANK OZK,1266.8740,AR
065108,20191231,2019,JLL,JONES LANG LASALLE INC,17983.2000,IL
065108,20191231,2019,JLL,JONES LANG LASALLE INC,18021.8000,IL
065136,20191231,2019,PPBN,PINNACLE BANKSHARES CORP,24.8620,VA
065136,20191231,2019,PPBN,PINNACLE BANKSHARES CORP,24.8620,VA
065176,20191231,2019,EVBN,EVANS BANCORP INC,82.8220,NY
065176,20191231,2019,EVBN,EVANS BANCORP INC,82.8220,NY
065226,20200131,2019,QADA,QAD INC,310.7720,CA
